Name,Датум,Цена на последна трансакција,Мак.,Мин.,Просечна цена,%пром.,Количина,Промет во БЕСТ во денари,Вкупен промет во денари
ADIN,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.2,343.2
ADIN,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.4,3.4
ADIN,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.0,340.0
ADIN,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.0,28.0
ALK,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.2,343.2
ALK,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.4,3.4
ALK,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.0,340.0
ALK,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.0,28.0
ALKB,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.2,343.2
ALKB,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.4,3.4
ALKB,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.0,340.0
ALKB,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.0,28.0
AMEH,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.2,343.2
AMEH,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.4,3.4
AMEH,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.0,340.0
AMEH,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.0,28.0
APTK,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.2,343.2
APTK,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.4,3.4
APTK,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.0,340.0
APTK,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.0,28.0
ATPP,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.2,343.2
ATPP,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.4,3.4
ATPP,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.0,340.0
ATPP,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.0,28.0
AUMK,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.2,343.2
AUMK,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.4,3.4
AUMK,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.0,340.0
AUMK,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.0,28.0
BANA,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.2,343.2
BANA,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.4,3.4
BANA,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.0,340.0
BANA,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.0,28.0
BGOR,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.2,343.2
BGOR,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.4,3.4
BGOR,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.0,340.0
BGOR,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.0,28.0
BIKF,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.2,343.2
BIKF,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.4,3.4
BIKF,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.0,340.0
BIKF,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.0,28.0
BIM,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.2,343.2
BIM,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.4,3.4
BIM,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.0,340.0
BIM,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.0,28.0
BLTU,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.2,343.2
BLTU,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.4,3.4
BLTU,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.0,340.0
BLTU,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.0,28.0
CBNG,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.2,343.2
CBNG,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.4,3.4
CBNG,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.0,340.0
CBNG,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.0,28.0
CDHV,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.2,343.2
CDHV,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.4,3.4
CDHV,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.0,340.0
CDHV,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.0,28.0
CEVI,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.2,343.2
CEVI,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.4,3.4
CEVI,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.0,340.0
CEVI,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.0,28.0
CKB,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.2,343.2
CKB,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.4,3.4
CKB,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.0,340.0
CKB,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.0,28.0
CKBKO,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.2,343.2
CKBKO,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.4,3.4
CKBKO,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.0,340.0
CKBKO,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.0,28.0
DEBA,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.2,343.2
DEBA,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.4,3.4
DEBA,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.0,340.0
DEBA,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.0,28.0
DIMI,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.2,343.2
DIMI,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.4,3.4
DIMI,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.0,340.0
DIMI,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.0,28.0
EDST,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.2,343.2
EDST,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.4,3.4
EDST,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.0,340.0
EDST,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.0,28.0
ELMA,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.2,343.2
ELMA,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.4,3.4
ELMA,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.0,340.0
ELMA,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.0,28.0
ELNC,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.2,343.2
ELNC,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.4,3.4
ELNC,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.0,340.0
ELNC,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.0,28.0
ENER,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.2,343.2
ENER,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.4,3.4
ENER,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.0,340.0
ENER,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.0,28.0
ENSA,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.2,343.2
ENSA,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.4,3.4
ENSA,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.0,340.0
ENSA,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.0,28.0
EUHA,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.2,343.2
EUHA,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.4,3.4
EUHA,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.0,340.0
EUHA,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.0,28.0
EUMK,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.2,343.2
EUMK,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.4,3.4
EUMK,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.0,340.0
EUMK,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.0,28.0
EVRO,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.2,343.2
EVRO,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.4,3.4
EVRO,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.0,340.0
EVRO,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.0,28.0
FAKM,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.2,343.2
FAKM,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.4,3.4
FAKM,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.0,340.0
FAKM,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.0,28.0
FERS,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.2,343.2
FERS,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.4,3.4
FERS,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.0,340.0
FERS,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.0,28.0
FKTL,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.2,343.2
FKTL,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.4,3.4
FKTL,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.0,340.0
FKTL,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.0,28.0
FROT,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.2,343.2
FROT,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.4,3.4
FROT,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.0,340.0
FROT,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.0,28.0
FUBT,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.2,343.2
FUBT,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.4,3.4
FUBT,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.0,340.0
FUBT,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.0,28.0
GALE,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.2,343.2
GALE,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.4,3.4
GALE,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.0,340.0
GALE,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.0,28.0
GDKM,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.2,343.2
GDKM,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.4,3.4
GDKM,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.0,340.0
GDKM,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.0,28.0
GECK,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.2,343.2
GECK,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.4,3.4
GECK,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.0,340.0
GECK,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.0,28.0
GECT,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.2,343.2
GECT,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.4,3.4
GECT,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.0,340.0
GECT,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.0,28.0
GIMS,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.2,343.2
GIMS,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.4,3.4
GIMS,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.0,340.0
GIMS,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.0,28.0
GRDN,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.2,343.2
GRDN,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.4,3.4
GRDN,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.0,340.0
GRDN,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.0,28.0
GRNT,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.2,343.2
GRNT,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.4,3.4
GRNT,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.0,340.0
GRNT,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.0,28.0
GRSN,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.2,343.2
GRSN,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.4,3.4
GRSN,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.0,340.0
GRSN,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.0,28.0
GRZD,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.2,343.2
GRZD,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.4,3.4
GRZD,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.0,340.0
GRZD,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.0,28.0
GTC,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.2,343.2
GTC,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.4,3.4
GTC,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.0,340.0
GTC,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.0,28.0
GTRG,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.2,343.2
GTRG,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.4,3.4
GTRG,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.0,340.0
GTRG,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.0,28.0
IJUG,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.2,343.2
IJUG,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.4,3.4
IJUG,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.0,340.0
IJUG,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.0,28.0
INB,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.2,343.2
INB,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.4,3.4
INB,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.0,340.0
INB,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.0,28.0
INHO,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.2,343.2
INHO,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.4,3.4
INHO,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.0,340.0
INHO,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.0,28.0
INOV,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.2,343.2
INOV,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.4,3.4
INOV,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.0,340.0
INOV,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.0,28.0
INPR,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.2,343.2
INPR,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.4,3.4
INPR,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.0,340.0
INPR,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.0,28.0
INTP,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.2,343.2
INTP,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.4,3.4
INTP,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.0,340.0
INTP,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.0,28.0
JAKO,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.2,343.2
JAKO,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.4,3.4
JAKO,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.0,340.0
JAKO,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.0,28.0
JUSK,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.2,343.2
JUSK,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.4,3.4
JUSK,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.0,340.0
JUSK,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.0,28.0
KARO,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.2,343.2
KARO,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.4,3.4
KARO,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.0,340.0
KARO,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.0,28.0
KDFO,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.2,343.2
KDFO,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.4,3.4
KDFO,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.0,340.0
KDFO,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.0,28.0
KJUBI,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.2,343.2
KJUBI,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.4,3.4
KJUBI,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.0,340.0
KJUBI,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.0,28.0
KKST,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.2,343.2
KKST,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.4,3.4
KKST,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.0,340.0
KKST,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.0,28.0
KLST,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.2,343.2
KLST,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.4,3.4
KLST,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.0,340.0
KLST,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.0,28.0
KMB,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.2,343.2
KMB,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.4,3.4
KMB,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.0,340.0
KMB,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.0,28.0
KMPR,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.2,343.2
KMPR,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.4,3.4
KMPR,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.0,340.0
KMPR,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.0,28.0
KOMU,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.2,343.2
KOMU,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.4,3.4
KOMU,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.0,340.0
KOMU,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.0,28.0
KONF,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.2,343.2
KONF,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.4,3.4
KONF,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.0,340.0
KONF,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.0,28.0
KONZ,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.2,343.2
KONZ,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.4,3.4
KONZ,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.0,340.0
KONZ,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.0,28.0
KORZ,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.2,343.2
KORZ,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.4,3.4
KORZ,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.0,340.0
KORZ,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.0,28.0
KPSS,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.2,343.2
KPSS,18.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","0,00",2,3.4,3.4
KPSS,10.10.2024,"1.700,00","1.700,00","1.700,00","1.700,00","-2,86",200,340.0,340.0
KPSS,09.10.2024,"1.750,00","1.750,00","1.750,00","1.750,00","-2,78",16,28.0,28.0
KULT,21.10.2024,"1.650,00","1.650,00","1.650,00","1.650,00","-2,94",208,343.2,343.2
